აბატი	ɑbɑtʼɪ	ɑbɑtʼi
თეზისი	tʰɛzɪsɪ	tʰɛzisi
თეიზმი	tʰɛɪzmɪ	tʰɛizmi
თეირანი	tʰɛɪrɑnɪ	tʰɛirɑni
თეისტური	tʰɛɪstʼurɪ	tʰɛistʼuri
თემატური	tʰɛmɑtʼurɪ	tʰɛmɑtʼuri
თეოდოლიტი	tʰɛɔdɔlɪtʼɪ	tʰɛɔdɔlitʼi
თეოლოგი	tʰɛɔlɔɡɪ	tʰɛɔlɔɡi
თეოლოგია	tʰɛɔlɔɡɪɑ	tʰɛɔlɔɡiɑ
თეოლოგიურად	tʰɛɔlɔɡɪurɑd	tʰɛɔlɔɡiurɑd
თეოლოგიური	tʰɛɔlɔɡɪurɪ	tʰɛɔlɔɡiuri
თეორეტიკოსი	tʰɛɔrɛtʼɪkʼɔsɪ	tʰɛɔrɛtʼikʼɔsi
თეორია	tʰɛɔrɪɑ	tʰɛɔriɑ
თეორიულად	tʰɛɔrɪulɑd	tʰɛɔriulɑd
თეორიული	tʰɛɔrɪulɪ	tʰɛɔriuli
თეოსოფიური	tʰɛɔsɔpʰɪurɪ	tʰɛɔsɔpʰiuri
თერაპევტი	tʰɛrɑpʼɛvtʼɪ	tʰɛrɑpʼɛvtʼi
თერაპევტული	tʰɛrɑpʼɛvtʼulɪ	tʰɛrɑpʼɛvtʼuli
თერაპია	tʰɛrɑpʼɪɑ	tʰɛrɑpʼiɑ
თერმომეტრი	tʰɛrmɔmɛtʼrɪ	tʰɛrmɔmɛtʼri
თერმოსი	tʰɛrmɔsɪ	tʰɛrmɔsi
თერმოსტატი	tʰɛrmɔstʼɑtʼɪ	tʰɛrmɔstʼɑtʼi
თერმული	tʰɛrmulɪ	tʰɛrmuli
თერძი	tʰɛrdzɪ	tʰɛrdzi
თესალონიკი	tʰɛsɑlɔnɪkʼɪ	tʰɛsɑlɔnikʼi
თეფში	tʰɛpʰʃɪ	tʰɛpʰʃi
თვალაკი	tʰvɑlɑkʼɪ	tʰvɑlɑkʼi
თვალახვეული	tʰvɑlɑχvɛulɪ	tʰvɑlɑxvɛuli
თვალნათლივ	tʰvɑlnɑtʰlɪv	tʰvɑlnɑtʰliv
თვალწარმტაცი	tʰvɑltsʼɑrmtʼɑtsɪ	tʰvɑltsʼɑrmtʼɑtsi
თვითკმაყოფილად	tʰvɪtʰkʼmɑqʼɔpʰɪlɑd	tʰvitʰkʼmɑqʼɔpʰilɑd
თვითმასწავლებელი	tʰvɪtʰmɑstsʼɑvlɛbɛlɪ	tʰvitʰmɑstsʼɑvlɛbɛli
თვითმპყრობლურად	tʰvɪtʰmpʼqʼrɔblurɑd	tʰvitʰmpʼqʼrɔblurɑd
თვითნასწავლი	tʰvɪtʰnɑstsʼɑvlɪ	tʰvitʰnɑstsʼɑvli
თვითნებობა	tʰvɪtʰnɛbɔbɑ	tʰvitʰnɛbɔbɑ
თვითნებურად	tʰvɪtʰnɛburɑd	tʰvitʰnɛburɑd
თვითნებური	tʰvɪtʰnɛburɪ	tʰvitʰnɛburi
თვლადი	tʰvlɑdɪ	tʰvlɑdi
თიაქარი	tʰɪɑkʰɑrɪ	tʰiɑkʰɑri
თივთიკი	tʰɪvtʰɪkʼɪ	tʰivtʰikʼi
თითბერი	tʰɪtʰbɛrɪ	tʰitʰbɛri
თითქმის	tʰɪtʰkʰmɪs	tʰitʰkʰmis
თილისმა	tʰɪlɪsmɑ	tʰilismɑ
თინათინი	tʰɪnɑtʰɪnɪ	tʰinɑtʰini
თირკმელზედა	tʰɪrkʼmɛlzɛdɑ	tʰirkʼmɛlzɛdɑ
თიხოვანი	tʰɪχɔvɑnɪ	tʰixɔvɑni
თოვლიანი	tʰɔvlɪɑnɪ	tʰɔvliɑni
თოკი	tʰɔkʼɪ	tʰɔkʼi
თოხლო	tʰɔχlɔ	tʰɔxlɔ
თრთვილი	tʰrtʰvɪlɪ	tʰrtʰvili
თრომბი	tʰrɔmbɪ	tʰrɔmbi
თუთია	tʰutʰɪɑ	tʰutʰiɑ
თუთუნი	tʰutʰunɪ	tʰutʰuni
თუთქი	tʰutʰkʰɪ	tʰutʰkʰi
თურინჯი	tʰurɪndʒɪ	tʰurindʒi
თურქეთით	tʰurkʰɛtʰɪtʰ	tʰurkʰɛtʰitʰ
თურქეთის	tʰurkʰɛtʰɪs	tʰurkʰɛtʰis
თურქული	tʊɾkʰʊlɪ	tʊɾkʰʊli
თუშური	tʰuʃurɪ	tʰuʃuri
თუშფალანგი	tʰuʃpʰɑlɑnɡɪ	tʰuʃpʰɑlɑnɡi
თქმით	tʰkʰmɪtʰ	tʰkʰmitʰ
თხევადი	tʰχɛvɑdɪ	tʰxɛvɑdi
თხელკანიანი	tʰχɛlkʼɑnɪɑnɪ	tʰxɛlkʼɑniɑni
თხზულება	tʰχzulɛbɑ	tʰxzulɛbɑ
თხლე	tʰχlɛ	tʰxlɛ
თხრობა	tʰχrɔbɑ	tʰxrɔbɑ
იაგუარი	ɪɑɡuɑrɪ	iɑɡuɑri
იაკობი	ɪɑkʼɔbɪ	iɑkʼɔbi
იალქანი	ɪɑlkʰɑnɪ	iɑlkʰɑni
იამბი	ɪɑmbɪ	iɑmbi
იანკი	ɪɑnkʼɪ	iɑnkʼi
იანუსი	ɪɑnusɪ	iɑnusi
იაპონელი	ɪɑpʼɔnɛlɪ	iɑpʼɔnɛli
იაპონიად	ɪɑpʼɔnɪɑd	iɑpʼɔniɑd
იაპონიამ	ɪɑpʼɔnɪɑm	iɑpʼɔniɑm
იაპონიას	ɪɑpʼɔnɪɑs	iɑpʼɔniɑs
იაპონიით	ɪɑpʼɔnɪɪtʰ	iɑpʼɔniitʰ
იაპონიის	ɪɑpʼɔnɪɪs	iɑpʼɔniis
იაპონური	ɪɑpʼɔnurɪ	iɑpʼɔnuri
იარდი	ɪɑrdɪ	iɑrdi
იაროსლავი	ɪɑrɔslɑvɪ	iɑrɔslɑvi
იარუსი	ɪɑrusɪ	iɑrusi
იასამანი	ɪɑsɑmɑnɪ	iɑsɑmɑni
იასამნისფერი	ɪɑsɑmnɪspʰɛrɪ	iɑsɑmnispʰɛri
იასონი	ɪɑsɔnɪ	iɑsɔni
იასპი	ɪɑspʼɪ	iɑspʼi
იაფად	ɪɑpʰɑd	iɑpʰɑd
იაფფასიანი	ɪɑpʰpʰɑsɪɑnɪ	iɑpʰpʰɑsiɑni
იაღლიში	ɪɑʁlɪʃɪ	iɑɣliʃi
იახტა	ɪɑχtʼɑ	iɑxtʼɑ
იგავი	ɪɡɑvɪ	iɡɑvi
იგავური	ɪɡɑvurɪ	iɡɑvuri
იდაყვი	ɪdɑqʼvɪ	idɑqʼvi
იდეა	ɪdɛɑ	idɛɑ
იდეალი	ɪdɛɑlɪ	idɛɑli
იდეალიზაცია	ɪdɛɑlɪzɑtsɪɑ	idɛɑlizɑtsiɑ
იდეალისტი	ɪdɛɑlɪstʼɪ	idɛɑlistʼi
იდეალისტური	ɪdɛɑlɪstʼurɪ	idɛɑlistʼuri
იდეალურად	ɪdɛɑlurɑd	idɛɑlurɑd
იდეალური	ɪdɛɑlurɪ	idɛɑluri
იდენტურად	ɪdɛntʼurɑd	idɛntʼurɑd
იდეოგრამა	ɪdɛɔɡrɑmɑ	idɛɔɡrɑmɑ
იდეოლოგია	ɪdɛɔlɔɡɪɑ	idɛɔlɔɡiɑ
იდეოლოგიურად	ɪdɛɔlɔɡɪurɑd	idɛɔlɔɡiurɑd
იდეოლოგიური	ɪdɛɔlɔɡɪurɪ	idɛɔlɔɡiuri
იდილია	ɪdɪlɪɑ	idiliɑ
იდილიური	ɪdɪlɪurɪ	idiliuri
იდიომა	ɪdɪɔmɑ	idiɔmɑ
იდიომატურად	ɪdɪɔmɑtʼurɑd	idiɔmɑtʼurɑd
იდიომატური	ɪdɪɔmɑtʼurɪ	idiɔmɑtʼuri
იდიოტიზმი	ɪdɪɔtʼɪzmɪ	idiɔtʼizmi
იდუმალად	ɪdumɑlɑd	idumɑlɑd
იდუმალება	ɪdumɑlɛbɑ	idumɑlɛbɑ
იდუმალი	ɪdumɑlɪ	idumɑli
იეზუიტი	ɪɛzuɪtʼɪ	iɛzuitʼi
იეზუიტური	ɪɛzuɪtʼurɪ	iɛzuitʼuri
იელი	ɪɛlɪ	iɛli
იენა	ɪɛnɑ	iɛnɑ
იერარქიული	ɪɛrɑrkʰɪulɪ	iɛrɑrkʰiuli
იერიში	ɪɛrɪʃɪ	iɛriʃi
იეროგლიფი	ɪɛrɔɡlɪpʰɪ	iɛrɔɡlipʰi
იეროგლიფური	ɪɛrɔɡlɪpʰurɪ	iɛrɔɡlipʰuri
ივნისად	ɪvnɪsɑd	ivnisɑd
ივნისით	ɪvnɪsɪtʰ	ivnisitʰ
ივნისის	ɪvnɪsɪs	ivnisis
ივნისმა	ɪvnɪsmɑ	ivnismɑ
ივნისს	ɪvnɪss	ivniss
იზაბელა	ɪzɑbɛlɑ	izɑbɛlɑ
იზმირი	ɪzmɪrɪ	izmiri
იზობარა	ɪzɔbɑrɑ	izɔbɑrɑ
იზოთერმი	ɪzɔtʰɛrmɪ	izɔtʰɛrmi
იზოლატორი	ɪzɔlɑtʼɔrɪ	izɔlɑtʼɔri
იზოლაცია	ɪzɔlɑtsɪɑ	izɔlɑtsiɑ
ილი	ɪlɪ	ili
ილოტი	ɪlɔtʼɪ	ilɔtʼi
ილუზიონისტი	ɪluzɪɔnɪstʼɪ	iluziɔnistʼi
ილუზიური	ɪluzɪurɪ	iluziuri
ილუზორული	ɪluzɔrulɪ	iluzɔruli
ილუმინატორი	ɪlumɪnɑtʼɔrɪ	iluminɑtʼɔri
ილუსტრატორი	ɪlustʼrɑtʼɔrɪ	ilustʼrɑtʼɔri
ილუსტრაცია	ɪlustʼrɑtsɪɑ	ilustʼrɑtsiɑ
იმაზე	ɪmɑzɛ	imɑzɛ
იმამი	ɪmɑmɪ	imɑmi
იმდენად	ɪmdɛnɑd	imdɛnɑd
იმედიანად	ɪmɛdɪɑnɑd	imɛdiɑnɑd
იმედიანი	ɪmɛdɪɑnɪ	imɛdiɑni
იმედისმომცემად	ɪmɛdɪsmɔmtsɛmɑd	imɛdismɔmtsɛmɑd
იმერეთად	ɪmɛrɛtʰɑd	imɛrɛtʰɑd
იმერეთით	ɪmɛrɛtʰɪtʰ	imɛrɛtʰitʰ
იმერეთის	ɪmɛrɛtʰɪs	imɛrɛtʰis
იმერეთმა	ɪmɛrɛtʰmɑ	imɛrɛtʰmɑ
იმერეთს	ɪmɛrɛtʰs	imɛrɛtʰs
იმერული	ɪmɛrulɪ	imɛruli
იმით	ɪmɪtʰ	imitʰ
იმიტატორი	ɪmɪtʼɑtʼɔrɪ	imitʼɑtʼɔri
იმიტაცია	ɪmɪtʼɑtsɪɑ	imitʼɑtsiɑ
იმიტირება	ɪmɪtʼɪrɛbɑ	imitʼirɛbɑ
იმიტომ	ɪmɪtʼɔm	imitʼɔm
იმპერატორი	ɪmpʼɛrɑtʼɔrɪ	impʼɛrɑtʼɔri
იმპერიად	ɪmpʼɛrɪɑd	impʼɛriɑd
იმპერიალიზმი	ɪmpʼɛrɪɑlɪzmɪ	impʼɛriɑlizmi
იმპერიალისტი	ɪmpʼɛrɪɑlɪstʼɪ	impʼɛriɑlistʼi
იმპერიამ	ɪmpʼɛrɪɑm	impʼɛriɑm
იმპერიას	ɪmpʼɛrɪɑs	impʼɛriɑs
იმპერიით	ɪmpʼɛrɪɪtʰ	impʼɛriitʰ
იმპერიის	ɪmpʼɛrɪɪs	impʼɛriis
იმპერიული	ɪmpʼɛrɪulɪ	impʼɛriuli
იმპიჩმენტი	ɪmpʼɪtʃmɛntʼɪ	impʼitʃmɛntʼi
იმპორტი	ɪmpʼɔrtʼɪ	impʼɔrtʼi
იმპოტენცია	ɪmpʼɔtʼɛntsɪɑ	impʼɔtʼɛntsiɑ
იმპრესარიო	ɪmpʼrɛsɑrɪɔ	impʼrɛsɑriɔ
იმპროვიზაცია	ɪmpʼrɔvɪzɑtsɪɑ	impʼrɔvizɑtsiɑ
იმპროვიზებულად	ɪmpʼrɔvɪzɛbulɑd	impʼrɔvizɛbulɑd
იმპულსი	ɪmpʼulsɪ	impʼulsi
იმპულსურად	ɪmpʼulsurɑd	impʼulsurɑd
იმუნიზაცია	ɪmunɪzɑtsɪɑ	imunizɑtsiɑ
იმუნოლოგია	ɪmunɔlɔɡɪɑ	imunɔlɔɡiɑ
ინაუგურაცია	ɪnɑuɡurɑtsɪɑ	inɑuɡurɑtsiɑ
ინგლისელი	ɪnɡlɪsɛlɪ	inɡlisɛli
ინგლისის	ɪnɡlɪsɪs	inɡlisis
ინგლისმა	ɪnɡlɪsmɑ	inɡlismɑ
ინგლისს	ɪnɡlɪss	inɡliss
ინგრედიენტი	ɪnɡrɛdɪɛntʼɪ	inɡrɛdiɛntʼi
ინდაური	ɪndɑurɪ	indɑuri
ინდექსი	ɪndɛkʰsɪ	indɛkʰsi
ინდიანა	ɪndɪɑnɑ	indiɑnɑ
ინდიელი	ɪndɪɛlɪ	indiɛli
ინდივიდი	ɪdɪvɪdɪ	idividi
ინდივიდუალურად	ɪndɪvɪduɑlurɑd	individuɑlurɑd
ინდივიდუუმი	ɪndɪvɪduumɪ	individuumi
ინდიკატორი	ɪndɪkʼɑtʼɔrɪ	indikʼɑtʼɔri
ინდოეთად	ɪndɔɛtʰɑd	indɔɛtʰɑd
ინდოეთით	ɪndɔɛtʰɪtʰ	indɔɛtʰitʰ
ინდოეთის	ɪndɔɛtʰɪs	indɔɛtʰis
ინდოეთმა	ɪndɔɛtʰmɑ	indɔɛtʰmɑ
ინდოეთს	ɪndɔɛtʰs	indɔɛtʰs
ინდოელი	ɪndɔɛlɪ	indɔɛli
ინდონეზიური	ɪndɔnɛzɪurɪ	indɔnɛziuri
ინდუიზმი	ɪnduɪzmɪ	induizmi
ინდური	ɪndurɪ	induri
ინდუსი	ɪndusɪ	indusi
ინდუსური	ɪndusurɪ	indusuri
ინდუქტორი	ɪndukʰtʼɔrɪ	indukʰtʼɔri
ინერცია	ɪnɛrtsɪɑ	inɛrtsiɑ
ინვერსია	ɪnvɛrsɪɑ	invɛrsiɑ
ინიციალები	ɪnɪtsɪɑlɛbɪ	initsiɑlɛbi
ინკვიზიტორი	ɪnkʼvɪzɪtʼɔrɪ	inkʼvizitʼɔri
ინკვიზიცია	ɪnkʼvɪzɪtsɪɑ	inkʼvizitsiɑ
ინკვიზიციური	ɪnkʼvɪzɪtsɪurɪ	inkʼvizitsiuri
ინკრუსტაცია	ɪnkʼrustʼɑtsɪɑ	inkʼrustʼɑtsiɑ
ინკუბატორი	ɪnkʼubɑtʼɔrɪ	inkʼubɑtʼɔri
ინკუბაცია	ɪnkʼubɑtsɪɑ	inkʼubɑtsiɑ
ინჟინერი	ɪnʒɪnɛrɪ	inʒinɛri
ინსპექტორი	ɪnspʼɛkʰtʼɔrɪ	inspʼɛkʰtʼɔri
ინსტინქტი	ɪnstʼɪnkʰtʼɪ	instʼinkʰtʼi
ინსტინქტურად	ɪnstʼɪnkʰtʼurɑd	instʼinkʰtʼurɑd
ინსტინქტური	ɪnstʼɪnkʰtʼurɪ	instʼinkʰtʼuri
ინსტიტუტად	ɪnstʼɪtʼutʼɑd	instʼitʼutʼɑd
ინსტიტუტი	ɪnstʼɪtʼutʼɪ	instʼitʼutʼi
ინსტიტუტით	ɪnstʼɪtʼutʼɪtʰ	instʼitʼutʼitʰ
ინსტიტუტის	ɪnstʼɪtʼutʼɪs	instʼitʼutʼis
ინსტიტუტმა	ɪnstʼɪtʼutʼmɑ	instʼitʼutʼmɑ
ინსტიტუტს	ɪnstʼɪtʼutʼs	instʼitʼutʼs
ინსტრუქტაჟი	ɪnstʼrukʰtʼɑʒɪ	instʼrukʰtʼɑʒi
ინსტრუქტორი	ɪnstʼrukʰtʼɔrɪ	instʼrukʰtʼɔri
ინსტრუქციულად	ɪnstʼrukʰtsɪulɑd	instʼrukʰtsiulɑd
ინსტრუქციული	ɪnstʼrukʰtsɪulɪ	instʼrukʰtsiuli
ინსულინი	ɪnsulɪnɪ	insulini
ინტეგრაცია	ɪntʼɛɡrɑtsɪɑ	intʼɛɡrɑtsiɑ
ინტელექტი	ɪntʼɛlɛkʰtʼɪ	intʼɛlɛkʰtʼi
ინტელექტუალი	ɪntʼɛlɛkʰtʼuɑlɪ	intʼɛlɛkʰtʼuɑli
ინტელექტუალურად	ɪntʼɛlɛkʰtʼuɑlurɑd	intʼɛlɛkʰtʼuɑlurɑd
ინტელიგენცია	ɪntʼɛlɪɡɛntsɪɑ	intʼɛliɡɛntsiɑ
ინტენსივობა	ɪntʼɛnsɪvɔbɑ	intʼɛnsivɔbɑ
ინტენსიურად	ɪntʼɛnsɪurɑd	intʼɛnsiurɑd
ინტერვენცია	ɪntʼɛrvɛntsɪɑ	intʼɛrvɛntsiɑ
ინტერვიუ	ɪntʼɛrvɪu	intʼɛrviu
ინტერვიუერი	ɪntʼɛrvɪuɛrɪ	intʼɛrviuɛri
ინტერიერი	ɪntʼɛrɪɛrɪ	intʼɛriɛri
ინტერმედია	ɪntʼɛrmɛdɪɑ	intʼɛrmɛdiɑ
ინტერნაციონალურად	ɪntʼɛrnɑtsɪɔnɑlurɑd	intʼɛrnɑtsiɔnɑlurɑd
ინტერნეტი	ɪntʼɛrnɛtʼɪ	intʼɛrnɛtʼi
ინტერპელაცია	ɪntʼɛrpʼɛlɑtsɪɑ	intʼɛrpʼɛlɑtsiɑ
ინტერპოლაცია	ɪntʼɛrpʼɔlɑtsɪɑ	intʼɛrpʼɔlɑtsiɑ
ინტიმურად	ɪntʼɪmurɑd	intʼimurɑd
ინტიმური	ɪntʼɪmurɪ	intʼimuri
ინტონაცია	ɪntʼɔnɑtsɪɑ	intʼɔnɑtsiɑ
ინტრავენურად	ɪntʼrɑvɛnurɑd	intʼrɑvɛnurɑd
ინტრავენური	ɪntʼrɑvɛnurɪ	intʼrɑvɛnuri
ინტრიგა	ɪntʼrɪɡɑ	intʼriɡɑ
ინტრიგანი	ɪntʼrɪɡɑnɪ	intʼriɡɑni
ინტუიცია	ɪntʼuɪtsɪɑ	intʼuitsiɑ
ინტუიციურად	ɪntʼuɪtsɪurɑd	intʼuitsiurɑd
ინტუიციური	ɪntʼuɪtsɪurɪ	intʼuitsiuri
ინფანტილიზმი	ɪnpʰɑntʼɪlɪzmɪ	inpʰɑntʼilizmi
ინფანტილური	ɪnpʰɑntʼɪlurɪ	inpʰɑntʼiluri
ინფექცია	ɪnpʰɛkʰtsɪɑ	inpʰɛkʰtsiɑ
ინფექციურად	ɪnpʰɛkʰtsɪurɑd	inpʰɛkʰtsiurɑd
ინფექციური	ɪnpʰɛkʰtsɪurɪ	inpʰɛkʰtsiuri
ინფილტრაცია	ɪnpʰɪltʼrɑtsɪɑ	inpʰiltʼrɑtsiɑ
ინფინიტივი	ɪnpʰɪnɪtʼɪvɪ	inpʰinitʼivi
ინფლაცია	ɪnpʰlɑtsɪɑ	inpʰlɑtsiɑ
ინფლაციური	ɪnpʰlɑtsɪurɪ	inpʰlɑtsiuri
ინფო	ɪnpʰɔ	inpʰɔ
ინფორმატიულად	ɪnpʰɔrmɑtʼɪulɑd	inpʰɔrmɑtʼiulɑd
ინფორმატიული	ɪnpʰɔrmɑtʼɪulɪ	inpʰɔrmɑtʼiuli
ინფორმატორი	ɪnpʰɔrmɑtʼɔrɪ	inpʰɔrmɑtʼɔri
ინფორმაცია	ɪnpʰɔrmɑtsɪɑ	inpʰɔrmɑtsiɑ
იოანე	ɪɔɑnɛ	iɔɑnɛ
იობი	ɪɔbɪ	iɔbi
იოგა	ɪɔɡɑ	iɔɡɑ
იოდი	ɪɔdɪ	iɔdi
იოლად	ɪɔlɑd	iɔlɑd
იოლი	ɪɔlɪ	iɔli
იონა	ɪɔnɑ	iɔnɑ
იონი	ɪɔnɪ	iɔni
იონიზაცია	ɪɔnɪzɑtsɪɑ	iɔnizɑtsiɑ
იონური	ɪɔnurɪ	iɔnuri
იორდანე	ɪɔrdɑnɛ	iɔrdɑnɛ
იორდასალამი	ɪɔrdɑsɑlɑmɪ	iɔrdɑsɑlɑmi
იორკი	ɪɔrkʼɪ	iɔrkʼi
იოსები	ɪɔsɛbɪ	iɔsɛbi
იოტი	ɪɔtʼɪ	iɔtʼi
იოჰანესბურგი	ɪɔhɑnɛsburɡɪ	iɔhɑnɛsburɡi
იპოდრომი	ɪpʼɔdrɔmɪ	ipʼɔdrɔmi
ირაკლი	ɪrɑkʼlɪ	irɑkʼli
ირანელი	ɪrɑnɛlɪ	irɑnɛli
ირგვლივ	ɪrɡvlɪv	irɡvliv
ირენი	ɪrɛnɪ	irɛni
ირიბად	ɪrɪbɑd	iribɑd
ირიგაცია	ɪrɪɡɑtsɪɑ	iriɡɑtsiɑ
ირიდიუმი	ɪrɪdɪumɪ	iridiumi
ირლანდიელი	ɪrlɑndɪɛlɪ	irlɑndiɛli
ირლანდიური	ɪrlɑndɪurɪ	irlɑndiuri
ირონიულად	ɪrɔnɪulɑd	irɔniulɑd
ისააკი	ɪsɑɑkʼɪ	isɑɑkʼi
ისევ	ɪsɛv	isɛv
ისევე	ɪsɛvɛ	isɛvɛ
ისეთი	ɪsɛtʰɪ	isɛtʰi
ისლამური	ɪslɑmurɪ	islɑmuri
ისლანდიური	ɪslɑndɪurɪ	islɑndiuri
ისლი	ɪslɪ	isli
ისლიანი	ɪslɪɑnɪ	isliɑni
ისპაჰანი	ɪspʼɑhɑnɪ	ispʼɑhɑni
ისტერიულად	ɪstʼɛrɪulɑd	istʼɛriulɑd
ისტორიად	ɪstʼɔrɪɑd	istʼɔriɑd
ისტორიამ	ɪstʼɔrɪɑm	istʼɔriɑm
ისტორიას	ɪstʼɔrɪɑs	istʼɔriɑs
ისტორიით	ɪstʼɔrɪɪtʰ	istʼɔriitʰ
ისტორიის	ɪstʼɔrɪɪs	istʼɔriis
ისტორიკოსი	ɪstʼɔrɪkʼɔsɪ	istʼɔrikʼɔsi
ისტორიულად	ɪstʼɔrɪulɑd	istʼɔriulɑd
იტალია	ɪtʼɑlɪɑ	itʼɑliɑ
იტალიად	ɪtʼɑlɪɑd	itʼɑliɑd
იტალიამ	ɪtʼɑlɪɑm	itʼɑliɑm
იტალიას	ɪtʼɑlɪɑs	itʼɑliɑs
იტალიელი	ɪtʼɑlɪɛlɪ	itʼɑliɛli
იტალიით	ɪtʼɑlɪɪtʰ	itʼɑliitʰ
იტალიის	ɪtʼɑlɪɪs	itʼɑliis
იტალიური	ɪtʼɑlɪurɪ	itʼɑliuri
იუგოსლავია	ɪuɡɔslɑvɪɑ	iuɡɔslɑviɑ
იუდა	ɪudɑ	iudɑ
იუდაიზმი	ɪudɑɪzmɪ	iudɑizmi
იუველირი	ɪuvɛlɪrɪ	iuvɛliri
იუმორი	ɪumɔrɪ	iumɔri
იუმორისტი	ɪumɔrɪstʼɪ	iumɔristʼi
იუმორისტულად	ɪumɔrɪstʼulɑd	iumɔristʼulɑd
იუმორისტული	ɪumɔrɪstʼulɪ	iumɔristʼuli
იუნესკომ	ɪunɛskʼɔm	iunɛskʼɔm
იუნესკოს	ɪunɛskʼɔs	iunɛskʼɔs
იურიდიული	ɪurɪdɪulɪ	iuridiuli
იურისდიქცია	ɪurɪsdɪkʰtsɪɑ	iurisdikʰtsiɑ
იურისტი	ɪurɪstʼɪ	iuristʼi
იქ	ɪkʰ	ikʰ
იქვე	ɪkʰvɛ	ikʰvɛ
იქიდან	ɪkʰɪdɑn	ikʰidɑn
იქით	ɪkʰɪtʰ	ikʰitʰ
იქნებ	ɪkʰnɛb	ikʰnɛb
იქნება	ɪkʰnɛbɑ	ikʰnɛbɑ
იღბლიანად	ɪʁblɪɑnɑd	iɣbliɑnɑd
იღბლიანი	ɪʁblɪɑnɪ	iɣbliɑni
იღლია	ɪʁlɪɑ	iɣliɑ
იყი	ɪqʼɪ	iqʼi
იშიასი	ɪʃɪɑsɪ	iʃiɑsi
იშხანი	ɪʃχɑnɪ	iʃxɑni
იხ.	ɪχ.	ix.
იხდი	ɪχdɪ	ixdi
იხდიდა	ɪχdɪdɑ	ixdidɑ
იხდიდი	ɪχdɪdɪ	ixdidi
იხილეთ	ɪχɪlɛtʰ	ixilɛtʰ
იჯარა	ɪdʒɑrɑ	idʒɑrɑ
კაბინა	kʼɑbɪnɑ	kʼɑbinɑ
კაბინეტი	kʼɑbɪnɛtʼɪ	kʼɑbinɛtʼi
კადენცია	kʼɑdɛntsɪɑ	kʼɑdɛntsiɑ
კადონი	kʼɑdɔnɪ	kʼɑdɔni
კადრილი	kʼɑdrɪlɪ	kʼɑdrili
კავალერისტი	kʼɑvɑlɛrɪstʼɪ	kʼɑvɑlɛristʼi
კავი	kʼɑvɪ	kʼɑvi
კავკასიად	kʼɑvkʼɑsɪɑd	kʼɑvkʼɑsiɑd
კავკასიამ	kʼɑvkʼɑsɪɑm	kʼɑvkʼɑsiɑm
კავკასიას	kʼɑvkʼɑsɪɑs	kʼɑvkʼɑsiɑs
კავკასიით	kʼɑvkʼɑsɪɪtʰ	kʼɑvkʼɑsiitʰ
კავკასიის	kʼɑvkʼɑsɪɪs	kʼɑvkʼɑsiis
კავშირად	kʼɑvʃɪrɑd	kʼɑvʃirɑd
კავშირებითი	kʼɑvʃɪrɛbɪtʰɪ	kʼɑvʃirɛbitʰi
კავშირით	kʼɑvʃɪrɪtʰ	kʼɑvʃiritʰ
კავშირის	kʼɑvʃɪrɪs	kʼɑvʃiris
კავშირმა	kʼɑvʃɪrmɑ	kʼɑvʃirmɑ
კავშირს	kʼɑvʃɪrs	kʼɑvʃirs
კაზეინი	kʼɑzɛɪnɪ	kʼɑzɛini
კაზუისტი	kʼɑzuɪstʼɪ	kʼɑzuistʼi
კაზუისტიკა	kʼɑzuɪstʼɪkʼɑ	kʼɑzuistʼikʼɑ
კაზუისტიკური	kʼɑzuɪstʼɪkʼurɪ	kʼɑzuistʼikʼuri
კათოდი	kʼɑtʰɔdɪ	kʼɑtʰɔdi
კათოლიკე	kʼɑtʰɔlɪkʼɛ	kʼɑtʰɔlikʼɛ
კათოლიკოსი	kʼɑtʰɔlɪkʼɔsɪ	kʼɑtʰɔlikʼɔsi
კათოლიკური	kʼɑtʰɔlɪkʼurɪ	kʼɑtʰɔlikʼuri
კათოლიციზმი	kʼɑtʰɔlɪtsɪzmɪ	kʼɑtʰɔlitsizmi
კაიზერი	kʼɑɪzɛrɪ	kʼɑizɛri
კაკაფონია	kʼɑkʼɑpʰɔnɪɑ	kʼɑkʼɑpʰɔniɑ
კაკოფონია	kʼɑkʼɔpʰɔnɪɑ	kʼɑkʼɔpʰɔniɑ
კალათბურთი	kʼɑlɑtʰburtʰɪ	kʼɑlɑtʰburtʰi
კალამბური	kʼɑlɑmburɪ	kʼɑlɑmburi
კალატოზი	kʼɑlɑtʼɔzɪ	kʼɑlɑtʼɔzi
კალეიდოსკოპი	kʼɑlɛɪdɔskʼɔpʼɪ	kʼɑlɛidɔskʼɔpʼi
კალვინიზმი	kʼɑlvɪnɪzmɪ	kʼɑlvinizmi
კალვინისტი	kʼɑlvɪnɪstʼɪ	kʼɑlvinistʼi
კალიბრი	kʼɑlɪbrɪ	kʼɑlibri
კალიგრაფია	kʼɑlɪɡrɑpʰɪɑ	kʼɑliɡrɑpʰiɑ
კალიფორნიული	kʼɑlɪpʰɔrnɪulɪ	kʼɑlipʰɔrniuli
კალოში	kʼɑlɔʃɪ	kʼɑlɔʃi
კამაროვანი	kʼɑmɑrɔvɑnɪ	kʼɑmɑrɔvɑni
კამელია	kʼɑmɛlɪɑ	kʼɑmɛliɑ
